scenario,cm,ds_ns,ms,sample,antenna,mode,pole_bins,pole_bins_mod1,pole_radius,peak1_bins,peak1_db,peak2_bins,peak3_bins
cm_B_ds_050_ms_003,B,50,3,0,1,3,2.6776138645111605,0.6776138645111605,0.9400346279144287,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,4,3.7929813274625377,0.7929813274625377,0.8747944831848145,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,5,5.244031035078661,0.24403103507866142,0.6167865991592407,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,6,5.700495916514208,0.7004959165142077,0.6781361699104309,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,7,6.944649176559862,0.9446491765598619,0.8663986921310425,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,8,7.958764700999118,0.9587647009991178,0.9074388742446899,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,9,9.125615397838382,0.1256153978383825,0.8799120783805847,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,10,10.361791604061388,0.3617916040613878,0.7620538473129272,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,11,10.942500965703061,0.9425009657030614,0.6066827178001404,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,12,12.152987767983777,0.15298776798377745,0.913381040096283,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,13,13.08834969347297,0.08834969347297061,0.9146085977554321,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,14,14.059673020288226,0.0596730202882263,0.9286125898361206,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,0,1,15,14.594307443608809,0.5943074436088089,0.8593651056289673,0.0,-2.3695895671844482,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,0,0.1893364486148154,0.1893364486148154,0.8033041954040527,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,1,1.1781280221778736,0.1781280221778736,0.9108823537826538,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,2,1.7744618968918948,0.7744618968918948,0.9496325254440308,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,3,2.744502665963003,0.7445026659630032,0.9367946982383728,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,4,3.8407034038474723,0.8407034038474723,0.8797543048858643,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,5,5.233621219655635,0.23362121965563531,0.5676015019416809,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,6,5.658640517280369,0.6586405172803689,0.5960842370986938,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,7,6.929783649286283,0.929783649286283,0.8227560520172119,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,8,7.996855299962444,0.9968552999624443,0.8787052035331726,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,9,9.295440007105727,0.2954400071057268,0.8369952440261841,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,10,10.379716448955207,0.3797164489552074,0.6931741833686829,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,11,10.912546488079053,0.9125464880790535,0.5406410098075867,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,12,12.25125263709888,0.25125263709887946,0.9130391478538513,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,13,13.065909031063903,0.065909031063903,0.9031901359558105,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,14,13.955329586375775,0.9553295863757754,0.8950035572052002,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,0,15,14.51327529355163,0.5132752935516294,0.7777944803237915,0.0,-0.5890569090843201,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,0,0.20973947586699132,0.20973947586699132,0.7827949523925781,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,1,1.3100650408822219,0.31006504088222187,0.8871291875839233,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,2,1.8466289167523418,0.8466289167523418,0.9431679248809814,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,3,2.778438992091147,0.778438992091147,0.9368185997009277,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,4,3.8303036060352293,0.8303036060352293,0.8706860542297363,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,5,5.192531408736765,0.1925314087367651,0.5700527429580688,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,6,5.664833829255774,0.6648338292557741,0.608023464679718,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,7,6.907968935769151,0.9079689357691514,0.8462378978729248,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,8,7.983196743006197,0.9831967430061974,0.8843954801559448,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,9,9.309736655512435,0.30973665551243457,0.8475639820098877,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,10,10.355970461504759,0.355970461504759,0.6807253956794739,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,11,10.817836960099914,0.817836960099914,0.5361034870147705,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,12,12.221838503329211,0.22183850332921118,0.9085966348648071,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,13,12.990101823939803,0.9901018239398027,0.89389967918396,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,14,13.875019918550802,0.8750199185508016,0.8796291947364807,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,1,1,15,14.52135980901722,0.5213598090172198,0.7654387950897217,0.0,-0.6264002323150635,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,0,0.22931794750436515,0.22931794750436515,0.8763149976730347,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,1,1.3006313353825818,0.3006313353825818,0.898270308971405,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,2,1.8955206250871455,0.8955206250871455,0.9560758471488953,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,3,2.776476754633593,0.7764767546335931,0.9517430067062378,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,4,3.8480967041690572,0.8480967041690572,0.9152648448944092,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,5,5.2095212766242,0.20952127662419961,0.601112961769104,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,6,5.628410403577856,0.6284104035778562,0.7038328647613525,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,7,6.897609511964002,0.897609511964002,0.895887553691864,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,8,7.953388583212409,0.9533885832124094,0.9265774488449097,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,9,9.234427293287837,0.23442729328783685,0.9009684324264526,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,10,10.371039376633622,0.37103937663362174,0.7114323377609253,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,11,10.803993229126169,0.8039932291261689,0.609164834022522,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,12,12.131111734546097,0.13111173454609748,0.9297314286231995,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,13,12.987970804918758,0.9879708049187581,0.9368189573287964,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,14,13.923145735006676,0.9231457350066758,0.9196675419807434,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,0,15,14.5968840945277,0.5968840945277005,0.8493558168411255,0.0,-0.37987232208251953,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,0,0.22368649447918504,0.22368649447918504,0.8837203979492188,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,1,1.2615794252390709,0.26157942523907085,0.9049912691116333,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,2,1.872982822209882,0.8729828222098821,0.9585664868354797,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,3,2.755349917056873,0.7553499170568729,0.9507209062576294,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,4,3.827371785279497,0.8273717852794968,0.9041391611099243,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,5,5.222827092255311,0.2228270922553106,0.6063861846923828,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,6,5.649174178654695,0.649174178654695,0.6915355920791626,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,7,6.905301215661326,0.9053012156613258,0.896581768989563,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,8,7.95856495591139,0.95856495591139,0.9274144172668457,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,9,9.202971995430206,0.2029719954302056,0.8999693393707275,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,10,10.365611652973186,0.3656116529731861,0.72059565782547,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,11,10.802724331760363,0.8027243317603627,0.6038795709609985,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,12,12.144660401347698,0.1446604013476982,0.9219132661819458,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,13,13.001410188693638,0.0014101886936384034,0.9285334348678589,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,14,13.922730459505138,0.9227304595051375,0.9181278347969055,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,2,1,15,14.58711176342721,0.5871117634272096,0.8472874760627747,0.0,-0.4175114333629608,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,0,0.14963646735555636,0.14963646735555636,0.9208371043205261,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,1,1.1591183155708848,0.15911831557088485,0.912772536277771,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,2,1.6890717825802848,0.6890717825802848,0.9586726427078247,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,3,2.7095278475170543,0.7095278475170543,0.9157760143280029,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,4,3.877314432054593,0.8773144320545931,0.8570002317428589,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,5,5.144157276959066,0.14415727695906622,0.6000586152076721,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,6,5.656709850474979,0.6567098504749787,0.7717615365982056,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,7,7.015439078501652,0.015439078501652048,0.8500539064407349,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,8,7.99460710525164,0.9946071052516396,0.8687576651573181,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,9,9.111168788833899,0.1111687888338988,0.8309834003448486,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,10,10.347209605529356,0.34720960552935587,0.6470921039581299,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,11,10.858149040145292,0.8581490401452925,0.6177127361297607,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,12,12.27002624683356,0.27002624683355947,0.8900047540664673,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,13,13.256441559638874,0.2564415596388745,0.8896439671516418,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,14,14.234803927630763,0.23480392763076274,0.956148624420166,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,0,15,15.021153589163548,0.021153589163548148,0.9433813095092773,0.0,-1.0934526920318604,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,0,0.1448232994520653,0.1448232994520653,0.9169060587882996,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,1,1.1535468543739147,0.1535468543739147,0.9143921136856079,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,2,1.6790156191742842,0.6790156191742842,0.9586609601974487,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,3,2.6867110693576914,0.6867110693576914,0.902153491973877,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,4,3.8552222610751774,0.8552222610751774,0.8287811875343323,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,5,5.145135360048212,0.14513536004821237,0.5886839032173157,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,6,5.658029746586588,0.6580297465865881,0.7611762285232544,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,7,7.033241283554374,0.03324128355437406,0.8432989120483398,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,8,7.997537711751519,0.9975377117515194,0.8653318881988525,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,9,9.090485761771246,0.09048576177124623,0.8262352347373962,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,10,10.33933029930283,0.33933029930283,0.6218541264533997,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,11,10.837602616866041,0.8376026168660413,0.597944438457489,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,12,12.282956857406264,0.28295685740626375,0.869787335395813,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,13,13.289931950305206,0.28993195030520624,0.8747437596321106,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,14,14.260957784436613,0.2609577844366129,0.9584399461746216,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,3,1,15,15.029876803207525,0.02987680320752517,0.946813702583313,0.0,-0.9094292521476746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,0,0,0.11856664829920689,0.11856664829920689,0.9063256978988647,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,1,0.8601711808831817,0.8601711808831817,0.9553689360618591,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,2,1.6549313096869485,0.6549313096869485,0.9644919633865356,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,3,2.6329638554329162,0.6329638554329162,0.8919359445571899,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,4,3.8000853313272773,0.8000853313272773,0.8204746246337891,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,5,5.205731584108713,0.20573158410871262,0.5807864665985107,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,6,5.6455314110973545,0.6455314110973545,0.6876817941665649,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,7,7.052072570442044,0.05207257044204372,0.8038119077682495,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,8,8.027900786469877,0.027900786469876593,0.8441945910453796,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,9,9.136326348712815,0.13632634871281546,0.8086603879928589,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,10,10.346653476348935,0.3466534763489353,0.705321729183197,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,11,10.999931624756233,0.9999316247562327,0.5963662266731262,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,12,12.24680117514381,0.24680117514381017,0.8538126945495605,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,13,13.292872877979832,0.29287287797983197,0.8463271856307983,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,14,14.294002543205098,0.29400254320509767,0.9647284746170044,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,0,15,14.93662316799547,0.9366231679954709,0.9276690483093262,1.0,-1.1696014404296875,0.0,2.0
cm_B_ds_050_ms_003,B,50,3,4,1,0,0.11097572783763628,0.11097572783763628,0.9149724245071411,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,1,0.8545344534341425,0.8545344534341425,0.9563390016555786,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,2,1.645575620125828,0.645575620125828,0.965697169303894,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,3,2.6315462117251847,0.6315462117251847,0.8887796401977539,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,4,3.7935319924916224,0.7935319924916224,0.8025356531143188,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,5,5.202612160823778,0.20261216082377764,0.5874025225639343,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,6,5.662404103295028,0.6624041032950281,0.6965707540512085,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,7,7.065039608690322,0.06503960869032177,0.8146530389785767,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,8,8.024069809255407,0.024069809255406582,0.8460140228271484,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,9,9.111058898679252,0.11105889867925178,0.8192347288131714,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,10,10.336140449178451,0.3361404491784512,0.703098475933075,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,11,10.984951350304598,0.9849513503045983,0.604350745677948,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,12,12.237563116618396,0.23756311661839646,0.8463927507400513,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,13,13.286870811301188,0.2868708113011884,0.8444055318832397,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,14,14.292832000563338,0.29283200056333847,0.9648483991622925,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,4,1,15,14.968372315769395,0.9683723157693951,0.9337663650512695,1.0,-1.7655445337295532,0.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,0,0,0.2190803097666669,0.2190803097666669,0.849387526512146,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,1,1.2400212232707688,0.2400212232707688,0.9101380109786987,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,2,1.6995541497904942,0.6995541497904942,0.9666508436203003,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,3,2.712726804560325,0.712726804560325,0.9252026677131653,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,4,3.8229807325530865,0.8229807325530865,0.8605494499206543,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,5,5.195343625291032,0.19534362529103166,0.5759451389312744,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,6,5.698323005666254,0.6983230056662544,0.6429095268249512,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,7,6.9653394891576275,0.9653394891576275,0.8418594598770142,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,8,7.939465318480329,0.9394653184803294,0.8814841508865356,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,9,9.12596449639596,0.12596449639596052,0.8451796770095825,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,10,10.37272597801267,0.3727259780126708,0.68539959192276,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,11,10.926618499153058,0.9266184991530579,0.562889814376831,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,12,12.264683521082793,0.2646835210827927,0.8831877708435059,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,13,13.112911660856263,0.11291166085626259,0.8855660557746887,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,14,14.120192746230023,0.12019274623002296,0.9220191836357117,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,0,15,14.526196190077515,0.5261961900775152,0.813125491142273,0.0,-1.8925256729125977,1.0,2.0
cm_B_ds_050_ms_003,B,50,3,5,1,0,0.17852137530103565,0.17852137530103565,0.8815820217132568,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,1,1.158772707998882,0.1587727079988821,0.9255914688110352,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,2,1.6878387057621251,0.6878387057621251,0.9673361778259277,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,3,2.701897160176316,0.701897160176316,0.923602819442749,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,4,3.836090445864027,0.836090445864027,0.8600177764892578,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,5,5.221448911862783,0.22144891186278315,0.5834851264953613,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,6,5.691024113737197,0.6910241137371971,0.6639344692230225,0.0,-1.275649070739746,1.0,299.0
cm_B_ds_050_ms_003,B,50,3,5,1,7,6.991798124182441,0.9917981241824414,0.8348674774169922,0.0,-1.275649070739746,1.0,299.0
