family,checkpoint_sha256,seed,K_modes,q,c,M,eps,trial,bound,true_error,ratio_bound_over_true,tight_diag,delta_hat_Z1,noise_gain_2,correction_norm,violation,precision
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,20,29.84773254,6.225262165,4.794614315,4.690703869,7.211718082,2.489914656,4.692212105,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,21,26.04938126,6.442133427,4.043595314,4.92416811,6.051868439,2.125721693,4.927359581,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,22,36.63726807,5.108509064,7.171812057,10.59009552,7.314173698,4.10172081,10.59283829,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,23,36.23030472,5.762448788,6.2873106,8.945831299,7.703279495,3.847064972,8.959776878,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,24,25.62133789,6.263567924,4.09053421,4.699463367,5.935193539,2.679251194,4.706076622,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,25,33.91109467,6.487850666,5.226861,6.142033577,7.939400673,2.921590567,6.15647316,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,26,20.93568039,6.524274349,3.2088902,4.706198215,4.653288841,1.609384418,4.703392029,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,27,29.78063583,5.994370461,4.968100548,6.449985981,6.61851263,2.986030579,6.457970142,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,28,30.13510323,6.429349899,4.687115192,5.952082157,6.942730427,2.277968645,5.95800066,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,29,24.12062836,6.347995281,3.799723625,5.434165001,5.345459461,1.944200873,5.441633224,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,30,26.58701515,6.182088375,4.300652504,4.483821392,6.304989815,2.492196321,4.487971783,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,31,26.62736511,6.459983349,4.121893883,6.581758976,5.651299477,2.913684368,6.590276241,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,32,31.9013195,6.389509678,4.99276495,5.953641891,7.457344055,2.323390007,5.973762989,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,33,29.42368698,6.406736374,4.592617035,7.882786751,6.105424404,2.823856115,7.885697365,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,34,26.4351387,6.503043652,4.065041065,4.978477001,6.116662502,2.448420525,4.985842705,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,35,29.20069885,6.478973866,4.506994247,5.79608345,6.709261417,2.296239138,5.804630756,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,36,29.72301483,6.097578049,4.874560833,5.648944378,6.870899677,2.722687244,5.638156891,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,37,33.50442886,6.298899174,5.319092751,5.079203606,8.19383812,2.345182419,5.086261749,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,38,34.34871674,6.018278599,5.707398891,7.062268734,7.753619194,3.36320734,7.071598053,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,39,45.80213165,5.55718565,8.241965294,9.57357502,10.22720528,5.098158836,9.599761009,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,40,29.38880157,6.445882797,4.559313774,5.841336727,6.732676506,2.491259336,5.84802866,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,41,22.75873947,6.469165325,3.518033266,6.068648338,4.75250721,1.964823127,6.072068214,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,42,21.32898903,6.403138161,3.331021309,4.934815407,4.682629108,1.796161175,4.93479538,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,43,21.16175842,6.434754372,3.28866601,4.134880066,4.849758625,1.976752043,4.143160343,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,44,26.81950378,6.12507534,4.378640652,4.892707825,6.255932331,2.437614441,4.90427351,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,45,38.56619644,6.025651932,6.400335789,7.826717854,8.736253738,3.772176981,7.838004112,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,46,27.52331352,6.461833954,4.259365559,6.434083939,5.986685276,2.640260696,6.447584629,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,47,29.91479492,6.136090279,4.875220776,4.709735394,7.247322083,2.271748304,4.712787151,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,48,28.27137947,6.40827322,4.411700249,6.809755325,6.090395451,2.744213581,6.810916901,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,49,40.65712738,5.790079117,7.0218606,10.35653973,8.502510071,4.796628952,10.37163925,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,50,35.73820114,5.779373646,6.183749676,8.326816559,7.77156496,3.580555439,8.327291489,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,51,21.59844398,6.429092884,3.359485388,5.884894848,4.470606804,1.861460805,5.897116661,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,52,24.08824348,6.357965469,3.788671732,5.636152267,5.265427589,2.06536603,5.638240814,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,53,42.49819183,5.729757309,7.417101383,9.814442635,9.238942146,4.550657272,9.812589645,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,54,29.30072403,6.358912945,4.607819557,5.478018761,6.803807735,2.612798452,5.479136467,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,55,36.51519775,5.961147785,6.125531197,6.81578207,8.441236496,3.578672171,6.846969128,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,56,25.78602791,6.255948544,4.121841431,4.556720257,6.08125782,2.108131647,4.57084465,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,57,27.67655945,6.362373829,4.350036621,5.588223457,6.318753719,2.366777658,5.573393822,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,58,42.7552948,5.423594475,7.883202553,9.324941635,9.420122147,4.836201668,9.362523079,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,59,29.27747345,6.498318195,4.505392551,5.672853947,6.750139713,2.510026455,5.6714921,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,60,27.89989853,6.37787056,4.374485016,5.840979576,6.338533878,2.033177853,5.842522144,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,61,24.70894623,6.324616909,3.906789303,5.055141449,5.57916832,2.461031199,5.067686081,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,62,30.88421249,6.415472984,4.81401968,7.032668114,6.837502956,2.345879793,7.039011478,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,63,35.16769791,6.215730667,5.65785408,6.181317329,8.366275787,2.309680939,6.180087566,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,64,43.44468689,5.215560436,8.329821587,9.522007942,9.570595741,4.926933289,9.513959885,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,65,39.55631256,5.705440044,6.933086872,9.371068954,8.519392014,4.331569195,9.370706558,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,66,20.64000702,6.360324383,3.245118618,4.324737549,4.64113903,1.96338737,4.329322815,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,67,50.06003952,5.525617599,9.059627533,9.454716682,11.50477791,5.34881258,9.46552372,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,68,36.69217682,5.79750824,6.328956604,6.71319294,8.530003548,3.567172527,6.728528023,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,69,37.54592514,5.571733475,6.738643646,10.55504513,7.551319122,4.525215149,10.5591135,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,70,30.15395164,6.411806107,4.702879429,6.253629208,6.827895164,2.615843773,6.250120163,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,71,48.66010666,5.291149139,9.196510315,9.002017975,11.24730492,5.133996964,9.006152153,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,72,28.88869858,6.178903103,4.675376415,4.690986156,6.951832771,2.211982012,4.70315361,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,73,39.1166153,6.176281452,6.333360195,6.128260612,9.537035942,2.465853214,6.128858089,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,74,23.29520607,6.409834385,3.63429141,4.387265682,5.425212383,1.814294457,4.391105652,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,75,36.96532059,5.765226364,6.411772728,10.0990448,7.518461704,4.50936985,10.09463692,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,76,28.82044983,6.190937042,4.655264378,4.457519054,7.000947952,2.250957012,4.456160069,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,77,42.05764771,5.783247471,7.272323608,10.70370865,8.807134628,4.851262093,10.72662544,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,78,27.37080193,6.377602577,4.291707039,5.990684509,6.125049591,2.126704693,6.001703739,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,79,25.65645599,6.310967922,4.065375805,5.328917503,5.800818443,2.28194046,5.328235149,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,80,19.53876686,6.374341488,3.06522131,4.214067459,4.347886562,1.972132921,4.213904381,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,81,31.21209717,6.043883801,5.164245129,6.503451347,7.018102169,3.117943764,6.497643471,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,82,18.84351349,6.467788696,2.913439989,4.111878395,4.232401371,1.35700345,4.115441322,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,83,25.30748177,6.393495083,3.95831728,5.431867123,5.66779089,2.241691351,5.441366196,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,84,25.50638962,6.290584087,4.054693222,6.348483562,5.474374294,2.107627153,6.337625027,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,85,27.59719849,6.25416708,4.412609577,6.063904762,6.144670486,2.402842522,6.068836689,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,86,36.37060165,5.755486012,6.319293022,9.282567978,7.596657276,4.363118649,9.285574913,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,87,31.02663803,6.303575039,4.922070026,6.301760197,7.077391148,2.531659603,6.309957981,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,88,36.41004562,5.808081627,6.26885891,9.882790565,7.433794022,4.309337616,9.892285347,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,89,25.95941925,6.31481266,4.110877037,6.302288055,5.595723629,2.335002899,6.304833412,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,90,24.53225136,6.346818447,3.865283251,4.660246849,5.662806988,2.29839015,4.663821697,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,91,25.51053238,6.337492943,4.025334835,6.141120911,5.513252258,2.313774824,6.14117527,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,92,26.75132751,6.448822021,4.148250103,4.997664452,6.20247364,2.467422009,5.00629425,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,93,40.7383728,5.857901573,6.954431057,10.48854542,8.486409187,4.798212051,10.50663948,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,94,29.72409821,5.976264477,4.97369194,6.14420414,6.703433037,2.895461559,6.145639896,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,95,24.47946167,6.45289278,3.793564081,4.746549606,5.585182667,2.669909239,4.747494698,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,96,27.42314529,6.401894569,4.283598423,7.164129734,5.750988483,2.560605526,7.168981075,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,97,28.70338821,6.339545727,4.527672768,5.818068027,6.486235619,2.943828583,5.840952873,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,98,41.50224304,5.450677872,7.614143372,9.113340378,9.150872231,4.463275909,9.143046379,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,99,24.99491501,6.368653297,3.924678326,5.718813896,5.507177353,2.087030888,5.722491741,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,100,43.05036163,5.500060081,7.827252865,8.989385605,9.591807365,5.066315174,9.001127243,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,101,24.3100338,6.408770084,3.793244839,6.698816776,5.011248589,2.128733873,6.695690632,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,102,25.74534416,6.223653793,4.136693001,4.222844124,6.158312798,2.241768599,4.225291729,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,103,25.49224091,6.366224766,4.004294872,5.852196217,5.611069202,2.131142616,5.854649544,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,104,33.45668793,6.430375576,5.202913284,7.598965168,7.436722755,2.300184965,7.606482983,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,105,28.89518547,6.388504982,4.522996426,5.301592827,6.752300739,2.43453145,5.30737114,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,106,30.80670547,6.206276417,4.963798523,4.934015751,7.433030605,2.344690323,4.953942299,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,107,23.59079933,6.185027599,3.814178467,5.7841959,5.019600868,2.617518187,5.783489227,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,108,22.55038261,6.392711163,3.527514696,4.58743763,5.134768009,1.908607721,4.593783855,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,109,26.79925156,6.323292732,4.238179684,4.146158695,6.532279968,1.866229057,4.144904613,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,110,39.02322388,5.910532951,6.602318764,10.15837669,8.114220619,4.445981979,10.16517162,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,111,34.47567749,6.229451656,5.534303665,5.075075626,8.481233597,2.365655661,5.081588268,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,112,23.52741432,6.42159605,3.663795471,4.726508617,5.371913433,2.054587364,4.72200346,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,113,28.23193359,6.374515533,4.428874969,6.731249809,6.120951176,2.510835886,6.747136116,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,114,36.18970108,5.25196743,6.890694141,10.55492878,7.185561657,4.116959572,10.57377911,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,115,40.4412117,5.850949764,6.911905289,10.30242729,8.471079826,4.576046467,10.33607197,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,1,0.5,0.1,3.37173295,0.337173295,116,32.29681396,6.320514679,5.109839439,6.765714645,7.311871052,2.580398321,6.773095131,0,fp32
